Cadet_ID,Detachment,Det State,School,LastName,FirstName,MI,email,phone
5837872,510,Missouri,University of Missouri,ROBERTS,RONALD,S,ronald.roberts_1019@example.com,964-686-4630
7484979,304,Arkansas,University of Oklahoma,EVANS,SHARON,V,sharon.evans_5104@example.com,224-482-1763
7996668,890,Connecticut,University of Colorado Boulder,JORDAN,CYNTHIA,Z,cynthia.jordan_1981@example.com,608-981-3843
4711987,712,New Hampshire,University of Iowa,FISHER,JACOB,C,jacob.fisher_4231@example.com,830-775-1247
0873353,510,Louisiana,University of Hawaii,GIBSON,SHIRLEY,F,shirley.gibson_6041@example.com,804-693-6915
6248471,927,Wisconsin,Georgia Institute of Technology,ORTIZ,HELEN,J,helen.ortiz_6762@example.com,815-884-7965
0531896,890,Texas,University of Kentucky,WELLS,STEPHEN,M,stephen.wells_3870@example.com,958-315-8111
3305795,712,Arizona,University of Kansas,STEVENS,PAMELA,P,pamela.stevens_5551@example.com,506-933-5285
4168285,114,Florida,North Dakota State University,HICKS,SAMANTHA,T,samantha.hicks_6759@example.com,155-438-5988
1621286,927,Virginia,Duke University,MASON,GREGORY,W,gregory.mason_3174@example.com,347-427-6020
8199432,890,Kansas,Arizona State University,PAYNE,RUTH,Z,ruth.payne_8396@example.com,563-873-5877
5059346,389,Ohio,University of Washington,WARREN,DEBRA,D,debra.warren_8442@example.com,371-897-7421
0978428,114,Washington,University of Arkansas,SMITH,JACK,G,jack.smith_3776@example.com,360-880-6758
0754835,927,Missouri,University of Iowa,BROWN,JANET,J,janet.brown_9762@example.com,978-714-9721
3197160,512,Wisconsin,Tulane University,DAVIS,HEATHER,N,heather.davis_5519@example.com,851-488-9860
3916510,389,South Dakota,"University of Nevada, Las Vegas",HERNANDEZ,JAMES,Q,james.hernandez_6688@example.com,499-514-2318
0716848,114,Florida,Dartmouth College,WILSON,PATRICIA,T,patricia.wilson_9445@example.com,731-957-6819
4086636,412,Massachusetts,Johns Hopkins University,MOORE,LINDA,X,linda.moore_9117@example.com,106-505-8725
6273382,512,New York,Montana State University,LEE,WILLIAM,A,william.lee_4705@example.com,972-916-9226
5083734,389,Kentucky,University of Connecticut,WHITE,SUSAN,D,susan.white_7081@example.com,413-119-5343
4473572,815,Arizona,University of Iowa,RAMIREZ,SARAH,H,sarah.ramirez_5408@example.com,199-493-1154
2851650,412,Hawaii,West Virginia University,WALKER,CHRISTOPHER,K,christopher.walker_1187@example.com,737-500-1755
7470401,512,Arizona,Michigan State University,KING,LISA,N,lisa.king_9665@example.com,260-456-2481
5540359,921,New York,Vanderbilt University,NGUYEN,MARGARET,R,margaret.nguyen_8145@example.com,843-970-5234
7308998,815,Oregon,University of Alaska,GREEN,DONALD,U,donald.green_8975@example.com,503-282-9254
4235086,412,West Virginia,Yale University,BAKER,KIMBERLY,X,kimberly.baker_2674@example.com,229-437-5285
8107644,203,New Hampshire,University of Georgia,MITCHELL,EMILY,B,emily.mitchell_3920@example.com,153-979-3420
2287289,921,Tennessee,Colorado State University,GOMEZ,JOSHUA,E,joshua.gomez_9201@example.com,561-748-4747
4576447,815,Alaska,Colorado State University,DIAZ,AMANDA,H,amanda.diaz_5084@example.com,586-194-2299
9923224,119,Louisiana,Indiana University,OWENS,DEBORAH,L,deborah.owens_4322@example.com,328-277-7055
7213691,203,Rhode Island,Arizona State University,ELLIS,RONALD,O,ronald.ellis_4018@example.com,275-665-3868
1498423,921,Wisconsin,Carnegie Mellon University,MCDONALD,SHARON,R,sharon.mcdonald_3090@example.com,147-606-9587
8705816,304,New York,Arizona State University,MURRAY,CYNTHIA,V,cynthia.murray_3238@example.com,473-457-2165
2543610,119,South Dakota,Auburn University,WEBB,JACOB,Y,jacob.webb_3371@example.com,835-114-4179
3444646,203,West Virginia,Carnegie Mellon University,TUCKER,SHIRLEY,B,shirley.tucker_8902@example.com,864-857-7716
7684798,510,Louisiana,University of Missouri,CRAWFORD,HELEN,F,helen.crawford_7159@example.com,139-742-9959
1130110,304,New Mexico,Yale University,BURNS,STEPHEN,I,stephen.burns_1056@example.com,231-961-7111
3660223,119,New Hampshire,Brown University,PALMER,PAMELA,L,pamela.palmer_4043@example.com,492-768-4065
1541689,712,Nevada,Oregon State University,STEWART,SAMANTHA,P,samantha.stewart_4370@example.com,446-534-2159
8571778,510,West Virginia,University of Delaware,JOHNSON,GREGORY,S,gregory.johnson_4341@example.com,855-442-3824
2994766,304,Minnesota,Texas A&M University,JONES,RUTH,V,ruth.jones_6880@example.com,317-103-2402
8490926,890,Maine,Oregon State University,RODRIGUEZ,DEBRA,Z,debra.rodriguez_9042@example.com,514-764-1169
3693672,712,Georgia,University of Connecticut,LOPEZ,JACK,C,jack.lopez_1691@example.com,678-738-9108
9743138,510,California,University of Tennessee,ANDERSON,JANET,F,janet.anderson_8871@example.com,764-808-8636
0247702,927,New Mexico,Yale University,JACKSON,HEATHER,J,heather.jackson_5850@example.com,641-598-8370
0108620,890,Connecticut,University of Illinois,PEREZ,JAMES,M,james.perez_4799@example.com,782-709-8496
6234038,712,California,Rutgers University,HARRIS,PATRICIA,P,patricia.harris_9429@example.com,836-204-4694
8270803,114,Nevada,University of Wyoming,LEWIS,LINDA,T,linda.lewis_3036@example.com,939-882-4631
3704557,927,Tennessee,"University of Nevada, Las Vegas",YOUNG,WILLIAM,W,william.young_8100@example.com,300-707-5711
7309836,890,Nevada,University of Arkansas,WRIGHT,SUSAN,Z,susan.wright_3055@example.com,112-982-7548
0437109,389,Wyoming,University of Connecticut,HILL,SARAH,D,sarah.hill_4014@example.com,116-381-6575
7732082,114,Mississippi,University of Minnesota,ADAMS,CHRISTOPHER,G,christopher.adams_4922@example.com,299-637-8081
2043804,927,New Mexico,University of Tennessee,HALL,LISA,J,lisa.hall_8600@example.com,952-967-5255
6047896,512,Rhode Island,Georgia Institute of Technology,CARTER,MARGARET,N,margaret.carter_3374@example.com,707-841-6828
6140343,389,Mississippi,Virginia Tech,PHILLIPS,DONALD,Q,donald.phillips_1896@example.com,712-119-6736
4258750,114,Rhode Island,University of Georgia,HOWARD,KIMBERLY,T,kimberly.howard_7728@example.com,488-924-8283
7517383,412,New Jersey,University of Virginia,REYNOLDS,EMILY,X,emily.reynolds_9997@example.com,943-346-9267
5881779,512,West Virginia,Brown University,HARRISON,JOSHUA,A,joshua.harrison_6946@example.com,551-256-1544
1049390,389,Colorado,University of Wyoming,CRUZ,AMANDA,D,amanda.cruz_9056@example.com,348-873-8551
8802146,815,North Dakota,Cornell University,FREEMAN,DEBORAH,H,deborah.freeman_3760@example.com,298-904-8930
9303159,412,Louisiana,University of Minnesota,SIMPSON,RONALD,K,ronald.simpson_2655@example.com,211-423-9725
1456612,512,Kentucky,University of Washington,PORTER,SHARON,N,sharon.porter_4368@example.com,348-686-1872
3775367,921,Indiana,University of New Mexico,BOYD,CYNTHIA,R,cynthia.boyd_8870@example.com,362-355-5921
3608148,414,Louisiana,Brown University,GARCIA,KAREN,Q,karen.garcia_1272@example.com,650-149-6883
6736335,164,Kansas,New York University,JONES,JENNIFER,F,jennifer.jones_8298@example.com,262-547-3445
3742462,249,Arizona,University of Alaska,MARTINEZ,WILLIAM,C,william.martinez_3310@example.com,947-134-8659
2698903,020,Montana,West Virginia University,BROWN,RICHARD,X,richard.brown_8098@example.com,849-988-2302
6249526,507,Kentucky,Dartmouth College,BROWN,MARY,U,mary.brown_3201@example.com,411-934-4055
9741253,364,Oregon,University of Vermont,JOHNSON,JAMES,M,james.johnson_9298@example.com,790-238-9518
5016130,003,Pennsylvania,Virginia Tech,MARTIN,ELIZABETH,Z,elizabeth.martin_6439@example.com,259-473-7265
1522556,118,Virginia,University of Georgia,MOORE,RICHARD,S,richard.moore_9129@example.com,185-604-1610
7862108,886,Indiana,North Dakota State University,JONES,MICHAEL,G,michael.jones_1954@example.com,952-984-5156
8325517,647,New Jersey,Princeton University,JONES,ROBERT,C,robert.jones_6653@example.com,910-163-3226
0966330,488,Pennsylvania,University of Delaware,THOMAS,PATRICIA,W,patricia.thomas_4263@example.com,720-952-3228
8890469,829,Washington,University of Kentucky,MOORE,DAVID,T,david.moore_1263@example.com,592-140-8228
8368136,791,Rhode Island,North Dakota State University,GARCIA,THOMAS,C,thomas.garcia_6585@example.com,396-997-3288
8142860,730,Rhode Island,"University of Nevada, Las Vegas",JACKSON,WILLIAM,I,william.jackson_8039@example.com,332-358-7840
0835582,212,West Virginia,Virginia Tech,JONES,MICHAEL,M,michael.jones_3453@example.com,374-143-9142
7722699,911,New Mexico,University of Idaho,RODRIGUEZ,ROBERT,G,robert.rodriguez_1999@example.com,190-241-2108
8011158,020,Michigan,Pennsylvania State University,JONES,JESSICA,K,jessica.jones_3120@example.com,349-137-3193
9370245,762,Montana,Kansas State University,SMITH,SARAH,A,sarah.smith_4067@example.com,667-842-3004
9573235,913,Washington,University of Alaska,MILLER,MARY,F,mary.miller_1991@example.com,168-424-2234
2793233,090,Missouri,Yale University,BROWN,CHARLES,W,charles.brown_8440@example.com,134-140-5541
1485736,707,Kansas,University of Mississippi,ANDERSON,JOSEPH,X,joseph.anderson_9884@example.com,825-937-4133
3472104,462,North Dakota,University of Delaware,ANDERSON,BARBARA,H,barbara.anderson_8075@example.com,582-692-5997
5912484,243,Massachusetts,University of Kentucky,MILLER,JAMES,P,james.miller_4266@example.com,107-165-1747
1840727,705,Tennessee,Princeton University,BROWN,WILLIAM,I,william.brown_7463@example.com,784-147-1668
0793957,123,New Hampshire,University of Minnesota,LOPEZ,KAREN,U,karen.lopez_5334@example.com,873-542-9305
7768991,547,Virginia,University of Oregon,JOHNSON,PATRICIA,I,patricia.johnson_6787@example.com,508-524-4660
3015496,566,Mississippi,University of Kansas,THOMAS,LINDA,R,linda.thomas_5151@example.com,170-332-1041
2460960,342,Wisconsin,University of Missouri,HERNANDEZ,RICHARD,E,richard.hernandez_7341@example.com,865-763-2324
2043426,515,Maryland,University of Alabama,MOORE,JOHN,Y,john.moore_1506@example.com,458-194-7926
7679332,342,Hawaii,Indiana University,JACKSON,ROBERT,H,robert.jackson_3031@example.com,548-466-9245
9155495,368,Michigan,University of Oklahoma,THOMAS,JOHN,H,john.thomas_1741@example.com,234-384-3642
4257982,389,Hawaii,Vanderbilt University,GONZALEZ,WILLIAM,X,william.gonzalez_7658@example.com,612-779-6795
7094971,327,Arizona,Indiana University,MOORE,DAVID,A,david.moore_7917@example.com,190-416-2585
4014658,583,Colorado,Johns Hopkins University,HERNANDEZ,SARAH,A,sarah.hernandez_8387@example.com,758-292-3910
4426663,167,Montana,Michigan State University,MOORE,RICHARD,U,richard.moore_8884@example.com,781-910-2725
7070880,416,Nevada,University of Hawaii,WILLIAMS,RICHARD,W,richard.williams_7898@example.com,585-945-9390
7715096,403,Georgia,University of Mississippi,GARCIA,BARBARA,A,barbara.garcia_9219@example.com,372-230-7389
2045013,755,Alaska,Harvard University,TAYLOR,MICHAEL,T,michael.taylor_3794@example.com,550-698-2026
4474522,491,Louisiana,University of Arkansas,TAYLOR,JENNIFER,Q,jennifer.taylor_4669@example.com,674-580-6362
9875607,415,Colorado,Auburn University,WILLIAMS,MARY,T,mary.williams_8841@example.com,423-856-3804
7570849,585,Connecticut,Cornell University,MARTIN,ELIZABETH,H,elizabeth.martin_8562@example.com,799-496-3193
7153219,680,Vermont,University of Pennsylvania,SMITH,KAREN,S,karen.smith_1359@example.com,176-973-5980
9310538,644,Kansas,Louisiana State University,BROWN,LINDA,Z,linda.brown_4231@example.com,591-109-9583
1129754,294,Ohio,University of Pennsylvania,WILLIAMS,MICHAEL,C,michael.williams_4197@example.com,560-968-3321
4745113,569,New York,Oregon State University,GARCIA,SUSAN,C,susan.garcia_7756@example.com,630-456-7103
3470500,716,Massachusetts,University of Idaho,JOHNSON,SARAH,J,sarah.johnson_3126@example.com,495-620-4122
5165998,181,Kentucky,Brown University,WILLIAMS,JOSEPH,A,joseph.williams_5328@example.com,311-531-9697
6479328,358,New Jersey,University of Kansas,LOPEZ,LINDA,Q,linda.lopez_4777@example.com,403-829-1657
6236059,431,Arkansas,University of Utah,JOHNSON,LINDA,V,linda.johnson_9335@example.com,143-763-8111
9117421,052,Missouri,Dartmouth College,LOPEZ,THOMAS,N,thomas.lopez_5456@example.com,581-571-6886
3282714,312,Nevada,Harvard University,LOPEZ,JENNIFER,J,jennifer.lopez_6530@example.com,800-658-3466
2177039,800,North Carolina,Boise State University,LOPEZ,SUSAN,I,susan.lopez_2439@example.com,715-367-5013
1569069,658,Kansas,University of Colorado Boulder,JONES,THOMAS,F,thomas.jones_7119@example.com,451-548-1115
8057861,672,Virginia,Stanford University,ANDERSON,SUSAN,Y,susan.anderson_8818@example.com,241-327-3326
4218754,575,Kentucky,University of Washington,DAVIS,KAREN,N,karen.davis_9194@example.com,944-916-1435
9249477,416,Wyoming,University of Florida,JONES,MICHAEL,W,michael.jones_3945@example.com,595-872-5387
5762383,674,Georgia,Texas A&M University,MILLER,JAMES,T,james.miller_1291@example.com,555-196-1918
1122383,568,Pennsylvania,University of Iowa,SMITH,KAREN,Y,karen.smith_8126@example.com,334-635-5667
3207648,599,Hawaii,University of Maryland,GARCIA,SUSAN,S,susan.garcia_6267@example.com,757-526-4239
2679634,617,Texas,University of Alaska,WILLIAMS,SUSAN,Y,susan.williams_4318@example.com,206-438-7454
7677177,806,South Dakota,Dartmouth College,THOMAS,MICHAEL,P,michael.thomas_4202@example.com,707-612-5454
4227908,397,Connecticut,Mississippi State University,GONZALEZ,MARY,D,mary.gonzalez_1696@example.com,502-795-2874
6559032,780,Indiana,University of Wyoming,RODRIGUEZ,JOHN,E,john.rodriguez_1182@example.com,273-507-2261
1368880,714,Virginia,University of New Mexico,SMITH,SUSAN,X,susan.smith_6358@example.com,326-201-4686
0838829,300,South Dakota,Columbia University,TAYLOR,JOSEPH,G,joseph.taylor_8673@example.com,560-227-2928
4961020,247,Nebraska,Carnegie Mellon University,MOORE,ROBERT,R,robert.moore_1366@example.com,797-719-6972
9647756,570,New Hampshire,University of Kansas,THOMAS,MICHAEL,A,michael.thomas_8213@example.com,919-619-2407
6624664,319,Montana,Oklahoma State University,WILLIAMS,JOSEPH,A,joseph.williams_1844@example.com,907-903-8927
9392046,288,Alaska,University of Mississippi,LOPEZ,SARAH,S,sarah.lopez_4214@example.com,264-499-3409
7647508,603,New Mexico,University of Wisconsin-Madison,THOMAS,THOMAS,B,thomas.thomas_2025@example.com,916-342-5541
3132826,828,Wyoming,University of Maine,GARCIA,BARBARA,W,barbara.garcia_4453@example.com,310-447-6901
4577079,864,Utah,New York University,JACKSON,ELIZABETH,Y,elizabeth.jackson_2875@example.com,427-244-7049
8654668,905,Indiana,University of Arizona,JACKSON,RICHARD,L,richard.jackson_8501@example.com,264-829-1818
7905766,855,Michigan,University of Florida,MILLER,BARBARA,F,barbara.miller_7116@example.com,229-737-8916
2348230,126,Maine,University of Wyoming,TAYLOR,ELIZABETH,O,elizabeth.taylor_2798@example.com,272-309-9646
7482950,355,Tennessee,Indiana University,JACKSON,SARAH,X,sarah.jackson_4747@example.com,704-737-3691
0376303,889,California,Arizona State University,LOPEZ,JESSICA,Y,jessica.lopez_5092@example.com,200-159-9103
3624856,229,Mississippi,University of Utah,HERNANDEZ,JENNIFER,A,jennifer.hernandez_4521@example.com,267-415-7589
5957154,452,Michigan,Montana State University,MOORE,MARY,E,mary.moore_3944@example.com,457-184-9012
1958717,526,Oklahoma,Pennsylvania State University,SMITH,JOHN,B,john.smith_9458@example.com,389-452-8184
0867722,034,Hawaii,Clemson University,SMITH,JOSEPH,O,joseph.smith_1121@example.com,696-868-2313
3526035,575,North Carolina,Rutgers University,JOHNSON,DAVID,H,david.johnson_3709@example.com,630-738-2655
0291845,110,Wisconsin,Boise State University,JONES,ROBERT,X,robert.jones_5460@example.com,147-872-7380
2110831,479,Montana,Rutgers University,BROWN,THOMAS,V,thomas.brown_4680@example.com,150-560-2240
3126349,825,New York,Cornell University,DAVIS,MICHAEL,M,michael.davis_8580@example.com,566-610-1778
3722666,668,New Mexico,Texas A&M University,DAVIS,DAVID,R,david.davis_1372@example.com,794-181-6764
3464355,773,Nebraska,University of South Carolina,MARTIN,JOSEPH,K,joseph.martin_7085@example.com,902-367-4723
9635661,642,Massachusetts,"University of California, Berkeley",JACKSON,ELIZABETH,A,elizabeth.jackson_5191@example.com,220-514-2533
4902215,600,Kansas,"University of California, Berkeley",JONES,RICHARD,F,richard.jones_4307@example.com,972-470-6833
3170642,783,Maryland,Carnegie Mellon University,WILLIAMS,WILLIAM,H,william.williams_7681@example.com,891-264-3178
5443051,465,Vermont,University of Florida,LOPEZ,MARY,U,mary.lopez_7133@example.com,263-589-4883
4174031,936,Arkansas,University of Oklahoma,LOPEZ,JOHN,C,john.lopez_5124@example.com,586-642-8907
7710412,305,Alaska,University of Missouri,DAVIS,DAVID,R,david.davis_7740@example.com,232-364-2548
6694017,834,Arkansas,Harvard University,JOHNSON,RICHARD,C,richard.johnson_9374@example.com,512-862-6978
0808543,519,New Mexico,South Dakota State University,MARTIN,JENNIFER,J,jennifer.martin_7831@example.com,278-185-5846
5364426,685,Vermont,South Dakota State University,SMITH,JOSEPH,A,joseph.smith_1505@example.com,750-193-5865
2774628,172,New Mexico,Cornell University,GONZALEZ,BARBARA,M,barbara.gonzalez_8330@example.com,720-289-2046
3882704,142,Wisconsin,University of Alabama,JOHNSON,KAREN,E,karen.johnson_8597@example.com,668-196-2596
8952627,056,West Virginia,University of New Mexico,ANDERSON,MARY,U,mary.anderson_1479@example.com,109-186-7227
4896113,481,Idaho,West Virginia University,WILSON,BARBARA,M,barbara.wilson_8293@example.com,155-189-6528
8368691,550,Utah,Ohio State University,HERNANDEZ,CHARLES,X,charles.hernandez_3081@example.com,737-974-4873
1991466,659,Colorado,Oklahoma State University,ANDERSON,MARY,X,mary.anderson_3265@example.com,635-527-6721
2951501,306,Maine,Virginia Tech,HERNANDEZ,KAREN,Y,karen.hernandez_6312@example.com,900-274-7697
9956239,355,California,Purdue University,WILSON,ROBERT,Z,robert.wilson_6172@example.com,192-827-5140
9725779,858,Nevada,Johns Hopkins University,MARTINEZ,JOHN,O,john.martinez_1566@example.com,290-152-1000
4795198,625,North Dakota,Arizona State University,DAVIS,SARAH,G,sarah.davis_4104@example.com,351-679-9877
5581697,237,Wisconsin,"University of California, Berkeley",HERNANDEZ,JAMES,B,james.hernandez_4578@example.com,585-471-2795
5993669,605,Michigan,Iowa State University,THOMAS,SARAH,V,sarah.thomas_6287@example.com,636-664-8541
3615657,110,Idaho,Dartmouth College,MARTINEZ,ROBERT,Z,robert.martinez_4407@example.com,931-641-2078
8365386,443,Iowa,University of North Carolina at Chapel Hill,ANDERSON,MICHAEL,M,michael.anderson_1498@example.com,568-580-3454
2717740,896,Virginia,Brown University,RODRIGUEZ,MARY,V,mary.rodriguez_7468@example.com,763-749-9280
7601849,673,Minnesota,Harvard University,GARCIA,MICHAEL,R,michael.garcia_2090@example.com,665-323-4084
8020706,545,New Mexico,Georgia Institute of Technology,JACKSON,JAMES,H,james.jackson_2482@example.com,733-288-4509
3460043,076,Oregon,University of Idaho,MILLER,BARBARA,F,barbara.miller_5889@example.com,811-437-1222
4818714,407,Nebraska,North Dakota State University,MARTIN,SARAH,E,sarah.martin_1351@example.com,367-258-2210
1426371,621,Tennessee,University of Kansas,WILLIAMS,JAMES,L,james.williams_2812@example.com,391-731-9459
5951295,024,North Dakota,University of Southern California,BROWN,JESSICA,W,jessica.brown_7317@example.com,124-217-8299
2983506,536,Nevada,Oklahoma State University,THOMAS,JOHN,O,john.thomas_2212@example.com,729-833-1126
1973599,149,South Dakota,University of Mississippi,GONZALEZ,LINDA,X,linda.gonzalez_1332@example.com,921-845-7546
4558403,614,Delaware,Colorado State University,SMITH,ELIZABETH,W,elizabeth.smith_6071@example.com,171-813-5087
3529609,074,Virginia,Harvard University,HERNANDEZ,JAMES,Q,james.hernandez_2518@example.com,546-384-2451
2303743,379,Mississippi,Colorado State University,JACKSON,DAVID,S,david.jackson_2224@example.com,453-515-7729
8877508,539,Colorado,University of Georgia,MOORE,MICHAEL,U,michael.moore_8457@example.com,968-277-8947
4187352,457,South Dakota,Kansas State University,THOMAS,BARBARA,H,barbara.thomas_2660@example.com,908-718-4697
2056559,156,Utah,Montana State University,RODRIGUEZ,MARY,E,mary.rodriguez_1744@example.com,730-221-8274
1461149,838,Oregon,University of Vermont,GARCIA,PATRICIA,F,patricia.garcia_7229@example.com,449-605-8273
7465908,747,Maryland,Georgia Institute of Technology,GARCIA,SARAH,Y,sarah.garcia_9210@example.com,395-125-3403
6781030,309,New Jersey,University of South Carolina,GARCIA,JOSEPH,H,joseph.garcia_2569@example.com,791-111-3895
3161070,073,Georgia,Kansas State University,RODRIGUEZ,JOHN,M,john.rodriguez_4886@example.com,683-886-3231
5917351,776,Ohio,University of Iowa,JONES,WILLIAM,C,william.jones_2585@example.com,338-114-2633
7476828,651,Minnesota,Indiana University,SMITH,CHARLES,H,charles.smith_3540@example.com,164-786-6266
7770487,488,Vermont,University of Idaho,BROWN,BARBARA,X,barbara.brown_4326@example.com,297-204-4843
4999495,402,North Carolina,University of South Carolina,THOMAS,JOHN,L,john.thomas_4868@example.com,244-853-3489
5665103,171,Nevada,University of Connecticut,WILSON,LINDA,N,linda.wilson_7965@example.com,351-257-2966
0616797,684,Nevada,University of North Carolina at Chapel Hill,WILLIAMS,KAREN,K,karen.williams_6398@example.com,105-392-6463
8191480,218,North Carolina,University of Alaska,DAVIS,LINDA,K,linda.davis_3680@example.com,188-270-1162
4639537,890,Alabama,University of Idaho,GARCIA,MICHAEL,P,michael.garcia_2095@example.com,807-884-8474
0018497,339,Nevada,Texas A&M University,GONZALEZ,MICHAEL,B,michael.gonzalez_1942@example.com,866-304-4349
4091915,786,Wyoming,Colorado State University,TAYLOR,JENNIFER,Z,jennifer.taylor_3088@example.com,153-599-7252
6047033,049,Virginia,Duke University,MARTIN,JOSEPH,C,joseph.martin_3440@example.com,459-662-2175
9954162,654,Nebraska,North Dakota State University,LOPEZ,SUSAN,Q,susan.lopez_6125@example.com,202-295-5718
2601210,199,Texas,Colorado State University,LOPEZ,BARBARA,C,barbara.lopez_5871@example.com,336-358-4522
0576750,729,Nebraska,University of Missouri,MARTIN,PATRICIA,S,patricia.martin_3214@example.com,925-831-5529
7821642,312,Michigan,University of Delaware,JONES,JAMES,L,james.jones_4633@example.com,704-810-8881
3534429,014,South Dakota,Cornell University,MARTIN,MARY,I,mary.martin_2969@example.com,282-990-9123
5559161,508,Oregon,University of Oklahoma,MOORE,MARY,D,mary.moore_4451@example.com,649-749-6127
9357178,533,New Hampshire,University of Missouri,MARTIN,RICHARD,A,richard.martin_3489@example.com,184-920-4696
4199958,814,Arizona,University of Missouri,DAVIS,RICHARD,B,richard.davis_2023@example.com,899-930-9628
4631035,385,Idaho,University of Delaware,SMITH,ELIZABETH,Y,elizabeth.smith_3005@example.com,648-662-9522
5836066,075,Iowa,Virginia Tech,JOHNSON,PATRICIA,D,patricia.johnson_9452@example.com,718-920-7418
